807,69036,-16G-zeLgReYYfgO6aXPrQ,MOd-00nJo6xwg-cZT-RBTQ,2
1513,89076,-35JJkYYsx86yKKiVdptwg,TD3IX1KfkJ3X-llJ9sLunA,4
1684,155928,-3aeOKu1ph9ZQ7dhCD802A,osaAof7PCiXg6GRdUjL6mQ,5
1684,118993,-3aeOKu1ph9ZQ7dhCD802A,cInZkUSckKwxCqAR7s2ETw,3
1684,52831,-3aeOKu1ph9ZQ7dhCD802A,Gs_jpJB5f3a1jCQjV7QHQA,2
1684,136668,-3aeOKu1ph9ZQ7dhCD802A,iKsQbwUfrGtTYMOxWpIc3w,4
1684,55067,-3aeOKu1ph9ZQ7dhCD802A,HeXqhdzNR2mn-Ez4PyWcTA,4
1684,74801,-3aeOKu1ph9ZQ7dhCD802A,OMskTANen2g5AlwN4EyxMg,4
1684,21744,-3aeOKu1ph9ZQ7dhCD802A,6RxtO_MxnLwZ7D7iYDE8Jg,2
1684,117277,-3aeOKu1ph9ZQ7dhCD802A,bhwWkioO5ROkyYQhABESfg,4
1684,167607,-3aeOKu1ph9ZQ7dhCD802A,ss978X4omzcJjIeq6K-kag,4
1684,52876,-3aeOKu1ph9ZQ7dhCD802A,GtSNTE2qMOZBlj0noCgCGw,2
1684,29575,-3aeOKu1ph9ZQ7dhCD802A,97V91GSG-OQvrvOc9GXoGA,4
1791,167780,-3s52C4zL_DHRK0ULG6qtg,svdEhLmNmpVaIv1WLtoOvQ,5
1791,20624,-3s52C4zL_DHRK0ULG6qtg,63in7ND_-TPVVI_J12JLRA,4
1791,79660,-3s52C4zL_DHRK0ULG6qtg,Q0cecaxOmJZSdxsenqFqgg,3
1791,113042,-3s52C4zL_DHRK0ULG6qtg,aJ5Wki-RmbK381OnKvHrnQ,3
1791,76582,-3s52C4zL_DHRK0ULG6qtg,OxdtXPaVBN_8eczTuYZhAA,5
1791,108533,-3s52C4zL_DHRK0ULG6qtg,ZmBrHN9UyaCk5JXWstV8mQ,1
1791,142697,-3s52C4zL_DHRK0ULG6qtg,kNlna23mYfRqGv7VJByKkA,3
1791,160196,-3s52C4zL_DHRK0ULG6qtg,qIr15oEK2ee7Ri0LgxUK0Q,1
1791,182400,-3s52C4zL_DHRK0ULG6qtg,xtktc6OTdtilAREgJH-P4g,4
1791,125692,-3s52C4zL_DHRK0ULG6qtg,eargTRIm9QK2Og4y3qouYQ,2
1791,61069,-3s52C4zL_DHRK0ULG6qtg,Jgvct3--kRbLCkZ6SkOi5g,3
1791,13779,-3s52C4zL_DHRK0ULG6qtg,3jdNr1CFLrsjRf5yva2nFg,2
1791,54505,-3s52C4zL_DHRK0ULG6qtg,HTgwDseCmII-ScQhcmXWlA,4
1791,57142,-3s52C4zL_DHRK0ULG6qtg,IO2W0wnHuL7P4KgvEFWnsw,3
1791,72679,-3s52C4zL_DHRK0ULG6qtg,Ne_RFg5uyaCUS523Un3i7g,5
2440,165746,-5fpquUJVaekGygQHj3u-Q,sDefNkOYhRZJDmH03U5O9A,4
2440,99804,-5fpquUJVaekGygQHj3u-Q,Wow7qDt9VufsFYIFFdBkjw,2
3079,66020,-7MmpqQ_aPB52MFDut7rlg,LOOgah4nTChVUfhOxKfmaQ,2
3079,21929,-7MmpqQ_aPB52MFDut7rlg,6WDaq9fe39J1THiWI19p9g,2
3099,63748,-7Q-UJjq1LJw_2fzu_97RQ,KalAJyO0Zpg3K1wVwYXBHA,5
3099,85248,-7Q-UJjq1LJw_2fzu_97RQ,RviFIWLt7wUCDYpbMO1zWQ,1
3099,106198,-7Q-UJjq1LJw_2fzu_97RQ,Yzf6r6BL4c_DfEyczNJ10g,1
4850,76419,-CBDg0WYX4jMaafiuDGpag,Ou9RNq18vfbfL-7adJNA9A,1
4850,87009,-CBDg0WYX4jMaafiuDGpag,SWDxTrwU_qlEcJp36IYquw,5
5862,40063,-F0NpawutoYtUKxmgTQbtg,Cbr_THdFrhePgJoqQ9X6gQ,4
6114,163994,-FkIBtjmlF9xurUSj5Tk1g,rc3uC4080uSOMtJRs59N5g,5
6114,154674,-FkIBtjmlF9xurUSj5Tk1g,oS0CnUbyv0GUoD3L8_3UPQ,5
6114,74402,-FkIBtjmlF9xurUSj5Tk1g,OFAiA6En2HD0CqLkFDCNpg,5
