83,75028,--Br-QsbO9ad5GbZxVGxaw,ORqZyyZafJyZcgTGNrJ_oA,5
83,56487,--Br-QsbO9ad5GbZxVGxaw,I8cCdp3q_5oCEykzZgPkQw,4
83,180064,--Br-QsbO9ad5GbZxVGxaw,x6PA-2j7LpZAYFo2VojmQQ,2
83,54509,--Br-QsbO9ad5GbZxVGxaw,HTkY1GABYTivk-DKWyrlEw,3
384,40406,-00Pu-tHjxzBAyAJgMfiRA,CiYLq33nAyghFkUR15pP-Q,5
940,29361,-1SDoR52vviL4LpgE1QwiQ,93E1eOQ2bQG0OyIMqdcTvg,4
940,110888,-1SDoR52vviL4LpgE1QwiQ,_ZwDLtBopUHb6F2mIPFUJg,4
940,112555,-1SDoR52vviL4LpgE1QwiQ,a98_-_s6HGtbtBvBXaeudQ,5
940,146921,-1SDoR52vviL4LpgE1QwiQ,lpYFsXFrojiBZ1kbWR2lZw,5
940,172481,-1SDoR52vviL4LpgE1QwiQ,uXoaycCmhc3Cg4Iei8kHYA,1
940,37239,-1SDoR52vviL4LpgE1QwiQ,BgTFsq79xmnRkX0gA1za1Q,3
940,91568,-1SDoR52vviL4LpgE1QwiQ,U30HnYk0SVtXHf4MrKuuiw,5
1389,72637,-2j2towhGw-YQKWwRfz8Dw,NdXgEnEpHrP74L1oZtdsBQ,3
2687,53278,-6NXlgvPnRQHTCYub3yVgA,H1ZlF8EkvE5PW_-1BP0nTg,5
3114,987,-7TAHQ8EB7jLgwWPlqQ3gQ,-KIdCJnkt5N8rnnmWR5MQg,2
3287,167779,-80VDQd5JrQcjGjoRP1n6A,svd-Hr6EmIWP2IjqNbplRQ,1
3573,119162,-8kWBC576e1KMrX-Dh5aqw,cMHgw40ldvUBxTYNeZjHQg,1
3638,155404,-8t3mBAKGVqyvztOoHYWdg,ogy9bGt9KT5apjKEZLzsTA,1
3638,131563,-8t3mBAKGVqyvztOoHYWdg,gbxR91UBgVCrw6E7kfMxog,5
3638,101270,-8t3mBAKGVqyvztOoHYWdg,XKVtr6omPOVDIzidmpSCLg,5
3638,155423,-8t3mBAKGVqyvztOoHYWdg,ohEnmKpF7i2_ujme1p_vUQ,5
3638,39759,-8t3mBAKGVqyvztOoHYWdg,CX86HjLm-fK8ix0xe5LwiA,4
3638,21954,-8t3mBAKGVqyvztOoHYWdg,6We2O5X62J_gduXU7jvf8w,5
3638,79303,-8t3mBAKGVqyvztOoHYWdg,Pthe4qk5xh4n-ef-9bvMSg,1
3734,44451,-9Abjh8Mm-DCcH5Plf7qMg,E6DmUAHfSRCEakvknot-zA,4
3750,114975,-9Cr4IhgUdy5K6C5-Xlmsw,awI4hHMfa7H0Xf0-ChU5hg,5
3750,83230,-9Cr4IhgUdy5K6C5-Xlmsw,RESDUcs7fIiihp38-d6_6g,1
3750,60237,-9Cr4IhgUdy5K6C5-Xlmsw,JPfi__QJAaRzmfh5aOyFEw,5
4057,145042,-A47xruTsc7Y60wsGhETlg,lBf_TcBWS7XF-TA4qT8MgQ,5
4477,16912,-BAT_0vsEvKENArk3EQ4GQ,4noRilkKlHiWf_OrqNL3HQ,5
4477,178229,-BAT_0vsEvKENArk3EQ4GQ,wTTNXThF1RQ3Lu5FnujmOA,1
4477,131851,-BAT_0vsEvKENArk3EQ4GQ,giNUn704T4gpTk8pix170A,4
4477,114798,-BAT_0vsEvKENArk3EQ4GQ,as_fyujgsdwtV56n31z-Sw,5
4477,49917,-BAT_0vsEvKENArk3EQ4GQ,FvXZcRB8bocNMDvFUnoWhg,1
5493,99248,-DyasXd_0xLCToYc-0PFdw,WcJj-qBxuGncY1X8R6pfgg,1
5773,66022,-EjD2l-zhiVE2ELNVbsyiw,LOWn1xi9PfG2kxrUuC21nA,5
5898,138063,-F8nnx15PjykPvR-re2bEQ,ioJpupDt2Wm-DHw9H8Q9Mw,1
5898,111669,-F8nnx15PjykPvR-re2bEQ,_qA2HPqgLiBc-M4wRyml0g,5
5898,11117,-F8nnx15PjykPvR-re2bEQ,2q2gGuigGrCFmx3juLAVww,5
5898,185446,-F8nnx15PjykPvR-re2bEQ,yvwK4MO2qnSZE5ggYGyk1A,5
5898,821,-F8nnx15PjykPvR-re2bEQ,-Gy0BAMgRN4sGlY7theqxQ,5
5898,179483,-F8nnx15PjykPvR-re2bEQ,wuQDMDlqM17jQNo0lYQZ7g,5
5898,69813,-F8nnx15PjykPvR-re2bEQ,MedWQ7ljpXnfyNnXPZaBmA,5
5898,78206,-F8nnx15PjykPvR-re2bEQ,PWjaIjXAXXfs_I4TnAfvtQ,5
5898,39759,-F8nnx15PjykPvR-re2bEQ,CX86HjLm-fK8ix0xe5LwiA,5
5898,179227,-F8nnx15PjykPvR-re2bEQ,wopyolJM2hOAt3dPRmahNA,3
6099,117267,-FhOv9poOpOz7mvmve6SQw,bhoJYB0ArSqRe-Q82BI4vA,3
6099,127121,-FhOv9poOpOz7mvmve6SQw,f51YniULra1Fz01jwILh8Q,5
6099,43449,-FhOv9poOpOz7mvmve6SQw,DlBStzjg7I5b7OI9LE3-DQ,4
6120,75331,-FlEKD5Y_fk0pOYNY01Z_g,OYEDBt0Z1q6fC92LQMfq7A,4
6729,45242,-HMY0JUovV_m8wfqnJo1jA,EMrghF81px-wnNqEYqA0Kw,1
7453,1435,-JHmycQR7BqO1djZ-db4KA,-U7tvCtaraTQ9b0zBhpBMA,1
7842,169975,-KDa0XlZE66Frui6mT-zqw,the19uDwR-41n8x861F7Hg,1
7842,96587,-KDa0XlZE66Frui6mT-zqw,ViDXoFYa8Ic4oS7SVT4Zuw,1
7842,96371,-KDa0XlZE66Frui6mT-zqw,VdZ_0EzBo7EHsNmiZ-zX8Q,5
7842,10767,-KDa0XlZE66Frui6mT-zqw,2hgfYu-jBRUGybzl_CvqvA,1
8396,180450,-Li_ZPJzOOiM66dUGzk4eg,xEHGZ-jVUSOqE9lbXO_3Tg,1
8508,77368,-M2WPpv55NcoH8Ycyos65A,PEnlf5CJ8JJonph2jIljCg,1
8508,4490,-M2WPpv55NcoH8Ycyos65A,0W_pPAiTXgazY2mtX6o0_w,4
8745,174277,-MbYsFVY6ShDban7GCBrQg,v7MM9ut931b_0ZO9D0YUHg,4
8902,25201,-N-hmN1HygGVCXV7Un-bQw,7cMnc_zSPenfSQa9_199CA,4
8902,164888,-N-hmN1HygGVCXV7Un-bQw,rvHGv9Q7r5QkIYrCZlfoAQ,2
9405,26324,-OMEATxAnxEwLxe55RZb0Q,8-F2JKHSCbgLQ55JxGU9gg,5
9405,67402,-OMEATxAnxEwLxe55RZb0Q,Lq9rYrwvWV5QDBYzq7MGHQ,5
9542,148591,-Of78qzo0Rh6bAuzXrHlLw,mNsjRWm99TFmssgKJX_kyg,5
10622,71635,-RaYNktVeJueIgysJMCkFA,NIPn7olHs6k3Svxy6DHUQA,1
10622,21079,-RaYNktVeJueIgysJMCkFA,6DO_2jivyxcL6SXGPXUJLQ,5
10790,82306,-S1oIUtByEDh3OGK3HU0IA,QuybD_bJcAB2CHcpTfREYg,5
11636,55858,-UIQrrvpu_N9JOnSibjpPg,HwEDsb1xtRBTuFwATTRjpA,5
11636,181519,-UIQrrvpu_N9JOnSibjpPg,x_yrwPrJACZSiyLrOdODYA,5
11663,95426,-UMLNG8_oToXyLuJrukpmA,VLDFjeqpUgWhnVuB_8GuEg,5
12226,132579,-VtIPsp0TgYyO4bg9vyG9A,gx2yPrOJSwF1ApJYdGBWIw,4
12226,16736,-VtIPsp0TgYyO4bg9vyG9A,4k3RlMAMd46DZ_JyZU0lMg,5
12491,108562,-WaI4jS4LRPvWSge9xhEXw,Zmfq3DVhHdtVChhSxzoUHw,2
12491,77189,-WaI4jS4LRPvWSge9xhEXw,PAilv1TpsWMsLTZk5d3guw,1
12491,15275,-WaI4jS4LRPvWSge9xhEXw,4EfiNcKSsafogIhAjwv0gg,2
12491,119235,-WaI4jS4LRPvWSge9xhEXw,cNx3qzQ55JXpjZEt4lc7Tg,3
12491,19948,-WaI4jS4LRPvWSge9xhEXw,5pxRAyPz1PrW2amW7yYaxA,1
12821,181453,-XXNYOT4fiuH2-TbqfLVLQ,xZhNZb01n9b4e2X7bZdoVQ,3
12821,97067,-XXNYOT4fiuH2-TbqfLVLQ,VtKYA6Fu1jTDrEhDHRlUvg,5
12821,98968,-XXNYOT4fiuH2-TbqfLVLQ,WXR0ND0KqbArMZDvFMA-bw,3
12821,94054,-XXNYOT4fiuH2-TbqfLVLQ,Ut4nk4AzlMX62Hy2_rqIew,3
12821,150733,-XXNYOT4fiuH2-TbqfLVLQ,n6IWvkVMWB9OIRZBXh5tHw,1
12821,177977,-XXNYOT4fiuH2-TbqfLVLQ,wOk2b8zUHWylJOd6FtNsRw,3
