154,138020,--N7SFtdYcXBcU604oli2g,inXu0sfSxf7PF4GvWTfbEg,5
168,44088,--PHyzUR6FEjHqxg9I60LA,DzVexh7EGld_2ziA1lRq9w,4
168,111228,--PHyzUR6FEjHqxg9I60LA,_gO1inMQhfXlK_S46SgGJA,2
168,142492,--PHyzUR6FEjHqxg9I60LA,kImf4ivgHInr7kTTJWaVhg,5
168,113891,--PHyzUR6FEjHqxg9I60LA,a_ai1uMhAqQSYaO_QNmnSw,1
168,97324,--PHyzUR6FEjHqxg9I60LA,VyVIneSU7XAWgMBllI6LnQ,4
214,81740,--YMdHqsfs5ZJpAPtIuyKw,Qihead6oTtWCwde3TBqlGg,1
240,29193,--bk6oc1GSNnTZG-UakcfQ,9-XNN_SKjFsq5T3HAS6Epg,5
240,158083,--bk6oc1GSNnTZG-UakcfQ,panTWmCXuufjRNBerlvONw,5
240,175804,--bk6oc1GSNnTZG-UakcfQ,vede55OuMkwUNd4wnr8GqA,5
240,134445,--bk6oc1GSNnTZG-UakcfQ,h_uBW1Yq12OQyAOjHxhuYg,5
240,68222,--bk6oc1GSNnTZG-UakcfQ,M6sS5Llw0FnJu1J3b78WOg,5
956,83230,-1WugMxvqpyIXDyAHYZgJg,RESDUcs7fIiihp38-d6_6g,4
956,127116,-1WugMxvqpyIXDyAHYZgJg,f4x1YBxkLrZg652xt2KR5g,4
956,85299,-1WugMxvqpyIXDyAHYZgJg,RwlumSqNBunw1a1LXccN8A,5
1085,147605,-1rIxDLzHGLBbCA2hGLFKA,m2zASwlOL2vecCKHfmGAnQ,2
1517,87821,-35jJG0mOtT1K4IR1vRnTA,SmuBKELZUq--cqXvKVZnpg,1
2248,142741,-56FHrnq015Z_CpNOnT29A,kOkoz7_VLyqyN5UPselqoQ,5
2248,158044,-56FHrnq015Z_CpNOnT29A,pa-C-Vsk9ntuXBGjTr0tBQ,5
2248,78483,-56FHrnq015Z_CpNOnT29A,PcEh92PK4vmbcDpPcGrsWw,1
2248,143505,-56FHrnq015Z_CpNOnT29A,kdpMYLkQjrSr6k-51zW28Q,1
2377,164587,-5VsiC9TlCXhcy9qh8y76g,roz-ed8kvBF6fwKBPeJ49Q,4
2377,61002,-5VsiC9TlCXhcy9qh8y76g,JfHXzulF6yIKgA22YYPedw,1
3289,50998,-80e0mAcfKgyNr8GvfYTqA,GI-CAiZ_Gg3h21PwrANB4Q,5
3370,57885,-8Cvu4mZSAkcqRg9n41ppg,IbiPt7jzF8Wsu82nHXaJPA,5
3664,132154,-8ym_U5M9FAVg2YQb4l3Og,gotvSVEaPn_qHasAU33ejg,5
3871,170237,-9YPU3QrN2PrZHffJvaOYQ,tnd0GWjSEntWbG6wpLu61g,5
4025,60568,-A-HDHnYnDziVYXkdINuLw,JWjL6WTeEIdGN0vOGNO9pQ,5
4731,108321,-Bs6ddUGpUjrxJZHwl3-fA,ZhLSAiRj9kANxf8m2SBfRA,5
4732,127979,-BsBQ0gIiwQct1wP40HXgQ,fN7ds9Dk4IfMsh4RT9x82w,5
4732,112172,-BsBQ0gIiwQct1wP40HXgQ,a11zyJN_ue0CQ_bjoeke-w,1
5400,146453,-Dhp4C3IMQcwME4XB0A0FA,len2nrEtgD9bjnoYSyLPjA,5
5400,68912,-Dhp4C3IMQcwME4XB0A0FA,MM8n7SPaIuMlDGbUM5SZhA,2
5400,36272,-Dhp4C3IMQcwME4XB0A0FA,BLvcA14BVJYSPjaVnNUKFg,5
5400,184275,-Dhp4C3IMQcwME4XB0A0FA,yXj1P-pc6CGDFSta-45L5Q,5
5400,141661,-Dhp4C3IMQcwME4XB0A0FA,k1QpHAkzKTrFYfk6u--VgQ,5
5446,120452,-DqEhMknM-vqqnKvodiwig,cnfYugAYBFKgwDCTAVdViA,5
5446,8344,-DqEhMknM-vqqnKvodiwig,1qwkbN3wu3AGDxMTXVz2gA,5
6133,127038,-FnKQeSnKfnAlsT24Uoswg,f2z4RM_ungk_zQwcpZcpcQ,2
6133,88447,-FnKQeSnKfnAlsT24Uoswg,T-KniGykrZ46ZC9plOTspw,5
6191,123964,-FwpDZ30R8yy3YLwyuvN-Q,e-cxqDjKEHEcISP2iGcZxg,3
6191,152092,-FwpDZ30R8yy3YLwyuvN-Q,nZZaLSXkCBYRri9ZfVOgyw,4
6224,126964,-G0OURdMk8u0wD0EnGoevQ,f16oe_yaGBh4AFK_mlBabw,5
6224,94680,-G0OURdMk8u0wD0EnGoevQ,V65Ffj_EDwOn75WcknbUdg,5
6224,3057,-G0OURdMk8u0wD0EnGoevQ,01I5pFCvJrrGuY3A-KoNIA,5
6224,92173,-G0OURdMk8u0wD0EnGoevQ,UFn1moo95-PBzi9wWt5FGg,3
6224,43671,-G0OURdMk8u0wD0EnGoevQ,DqSTQWhRU3WKdIN2b_Nzog,1
6224,107648,-G0OURdMk8u0wD0EnGoevQ,ZU4sZ0_PB918bK9h6z9l0w,3
6224,92815,-G0OURdMk8u0wD0EnGoevQ,UTmM2DcdubMC8OYTgEQ4Pg,4
6224,14472,-G0OURdMk8u0wD0EnGoevQ,3yTStxt-5SuuvcUR9mZ1Hw,5
6224,152212,-G0OURdMk8u0wD0EnGoevQ,navSR7K1GFBKqDr8YJgb0g,5
6224,44761,-G0OURdMk8u0wD0EnGoevQ,ECOkEVUodMLUxvI0PMI4gQ,5
6224,101804,-G0OURdMk8u0wD0EnGoevQ,XVVFgEY-0MsyEAR8SO7dzg,4
6242,131434,-G2yLi-qli5HuXED-gY62A,gZvwCOaMhxFXXNvy1q9_LA,5
6242,84608,-G2yLi-qli5HuXED-gY62A,RhIjAPdxZYnzqWLs7P-YTA,5
6242,160871,-G2yLi-qli5HuXED-gY62A,qXk2CS1-6jKTKpMUIgN9kQ,1
6242,132598,-G2yLi-qli5HuXED-gY62A,gxMa7j1LXIUxxBoP0osDpA,5
6242,173261,-G2yLi-qli5HuXED-gY62A,um_o0pxQ3DlRI9EfCzw0hw,5
